,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
RP11-1136G4.110,5.59E-90,0.773579145,1,0.425,1.60E-85,13,RP11-1136G4.1
RP11-755O11.27,7.90E-90,0.392373261,0.959,0.311,2.26E-85,13,RP11-755O11.2
GCA9,9.64E-90,0.621884212,0.991,0.527,2.76E-85,13,GCA
THBS42,2.03E-89,0.324598831,0.936,0.296,5.82E-85,13,THBS4
UCK211,2.47E-89,0.607524255,0.977,0.451,7.06E-85,13,UCK2
RP11-1109M24.52,4.06E-89,0.253711771,0.922,0.246,1.16E-84,13,RP11-1109M24.5
PVRL3-AS11,4.50E-89,0.319723532,0.936,0.29,1.29E-84,13,PVRL3-AS1
EPHA69,5.18E-89,0.759024721,0.991,0.54,1.48E-84,13,EPHA6
AC096570.16,5.18E-89,0.303708625,0.918,0.239,1.48E-84,13,AC096570.1
CATSPER310,5.19E-89,0.540264294,0.986,0.364,1.48E-84,13,CATSPER3
AC007966.19,6.65E-89,0.552728225,0.941,0.352,1.90E-84,13,AC007966.1
RP1-17K7.210,6.67E-89,0.771104487,0.991,0.445,1.91E-84,13,RP1-17K7.2
TRIM337,1.41E-88,0.607039185,1,0.536,4.04E-84,13,TRIM33
ATG9B4,2.07E-88,0.362677106,0.968,0.31,5.94E-84,13,ATG9B
LINC0034710,2.17E-88,0.62336077,0.991,0.467,6.21E-84,13,LINC00347
CCDC8211,2.36E-88,0.839867275,0.991,0.645,6.76E-84,13,CCDC82
TBC1D157,2.94E-88,0.5842229,0.991,0.49,8.41E-84,13,TBC1D15
ANKMY22,4.54E-88,0.356602591,0.936,0.29,1.30E-83,13,ANKMY2
NEDD110,6.10E-88,0.71076984,0.995,0.552,1.75E-83,13,NEDD1
KB-1043D8.62,6.54E-88,0.311094994,0.927,0.281,1.87E-83,13,KB-1043D8.6
RP11-684B21.110,8.39E-88,0.692000584,0.918,0.352,2.40E-83,13,RP11-684B21.1
ADSSL112,8.58E-88,0.716197145,0.991,0.591,2.45E-83,13,ADSSL1
LINC013307,1.04E-87,0.435243696,0.932,0.309,2.97E-83,13,LINC01330
HIBCH7,1.15E-87,0.54965103,1,0.409,3.28E-83,13,HIBCH
RUNX22,1.31E-87,0.284861901,0.826,0.206,3.75E-83,13,RUNX2
C9orf13510,1.44E-87,0.676642345,0.991,0.448,4.12E-83,13,C9orf135
NOXRED18,1.57E-87,0.413732049,0.932,0.289,4.49E-83,13,NOXRED1
LINC0063510,1.75E-87,0.430374348,0.991,0.354,5.00E-83,13,LINC00635
IZUMO310,1.88E-87,0.633548292,0.986,0.421,5.37E-83,13,IZUMO3
LINC015331,2.15E-87,0.267873789,0.886,0.23,6.16E-83,13,LINC01533
MAP78,2.25E-87,0.713589157,0.982,0.505,6.43E-83,13,MAP7
RBM78,2.43E-87,0.600301428,0.982,0.511,6.96E-83,13,RBM7
EQTN12,2.60E-87,0.918214424,0.991,0.465,7.43E-83,13,EQTN
CARNMT19,3.15E-87,0.590336405,0.982,0.425,9.03E-83,13,CARNMT1
PRR229,4.70E-87,0.60223311,0.991,0.478,1.35E-82,13,PRR22
FUT1010,4.80E-87,0.590867109,0.991,0.433,1.37E-82,13,FUT10
CTNNA211,9.19E-87,0.770401974,0.991,0.504,2.63E-82,13,CTNNA2
CCDC18210,1.58E-86,0.60026012,0.991,0.422,4.51E-82,13,CCDC182
CDK141,1.84E-86,0.261579584,0.872,0.249,5.25E-82,13,CDK14
C3orf3810,1.98E-86,0.675369306,0.991,0.661,5.68E-82,13,C3orf38
CDRT15L210,2.30E-86,0.446268951,0.986,0.339,6.58E-82,13,CDRT15L2
RAP1GDS19,2.39E-86,0.753389854,1,0.627,6.85E-82,13,RAP1GDS1
KIAA16832,2.44E-86,0.250576692,0.877,0.238,6.99E-82,13,KIAA1683
DIAPH310,2.80E-86,0.731680709,0.982,0.479,8.02E-82,13,DIAPH3
C14orf1425,2.97E-86,0.439798217,1,0.375,8.51E-82,13,C14orf142
FAM153B10,3.01E-86,0.290467036,0.982,0.283,8.62E-82,13,FAM153B
RP11-259K15.23,3.24E-86,0.28581651,0.932,0.26,9.26E-82,13,RP11-259K15.2
BTBD166,4.14E-86,0.442452479,0.963,0.376,1.18E-81,13,BTBD16
TMEM45A10,4.20E-86,0.451641876,0.973,0.306,1.20E-81,13,TMEM45A
SLC35G21,4.38E-86,0.307801267,0.954,0.279,1.25E-81,13,SLC35G2
ZNF436-AS13,6.86E-86,0.339305523,0.963,0.312,1.96E-81,13,ZNF436-AS1
SLC14A2-AS17,7.21E-86,0.352289943,0.959,0.306,2.06E-81,13,SLC14A2-AS1
TEKT19,8.12E-86,0.742817882,0.991,0.559,2.33E-81,13,TEKT1
CCDC899,8.64E-86,0.725163881,0.991,0.527,2.47E-81,13,CCDC89
GOLGA6L29,9.97E-86,1.036752635,0.991,0.379,2.85E-81,13,GOLGA6L2
C4orf4511,1.03E-85,0.686301574,0.982,0.427,2.96E-81,13,C4orf45
CFAP1268,1.10E-85,0.582196183,0.991,0.402,3.16E-81,13,CFAP126
ADAM2910,1.48E-85,0.66735795,1,0.48,4.25E-81,13,ADAM29
UTRN11,1.51E-85,0.775468012,0.991,0.5,4.32E-81,13,UTRN
TRPS15,1.69E-85,0.498245822,0.991,0.398,4.84E-81,13,TRPS1
PDILT10,1.98E-85,0.318425471,0.954,0.274,5.68E-81,13,PDILT
CAND27,2.97E-85,0.273331061,0.954,0.268,8.49E-81,13,CAND2
NEBL10,3.32E-85,0.556918794,0.991,0.349,9.50E-81,13,NEBL
KIRREL3-AS29,3.51E-85,0.545038814,0.963,0.372,1.01E-80,13,KIRREL3-AS2
RP11-678G14.410,3.60E-85,0.323211721,0.959,0.287,1.03E-80,13,RP11-678G14.4
ARRDC512,4.47E-85,0.55357278,0.991,0.376,1.28E-80,13,ARRDC5
TEX3610,7.78E-85,0.677399684,0.991,0.429,2.23E-80,13,TEX36
ZHX32,9.03E-85,0.324573789,0.936,0.292,2.58E-80,13,ZHX3
ZNF1659,9.05E-85,0.583548744,0.982,0.464,2.59E-80,13,ZNF165
PRC1-AS19,2.31E-84,0.491449644,0.986,0.378,6.61E-80,13,PRC1-AS1
C10orf885,3.76E-84,0.507685763,1,0.458,1.08E-79,13,C10orf88
SPANXN511,3.93E-84,0.534544788,0.986,0.371,1.13E-79,13,SPANXN5
LINC010525,5.02E-84,0.250457015,0.913,0.237,1.44E-79,13,LINC01052
FAM181A-AS19,5.13E-84,0.486048405,0.982,0.376,1.47E-79,13,FAM181A-AS1
CAMK49,1.83E-83,0.695744289,0.991,0.58,5.23E-79,13,CAMK4
AC138647.19,2.05E-83,0.587260726,0.982,0.416,5.87E-79,13,AC138647.1
CCDC639,2.11E-83,0.59830882,0.982,0.447,6.04E-79,13,CCDC63
HMGN111,2.14E-83,0.809286453,1,0.683,6.11E-79,13,HMGN1
RP11-778H2.110,2.79E-83,0.348315941,0.945,0.296,7.99E-79,13,RP11-778H2.1
SPANXN311,2.83E-83,0.712976654,0.995,0.459,8.10E-79,13,SPANXN3
CDKN2A10,2.95E-83,0.498967063,0.995,0.399,8.45E-79,13,CDKN2A
DYM9,3.24E-83,0.724498067,0.991,0.638,9.26E-79,13,DYM
LINC0158910,3.45E-83,0.401698082,0.881,0.252,9.87E-79,13,LINC01589
CTD-2313P7.14,3.56E-83,0.326352173,0.913,0.257,1.02E-78,13,CTD-2313P7.1
RP11-781A6.19,3.80E-83,0.309289167,0.954,0.268,1.09E-78,13,RP11-781A6.1
AGBL33,3.81E-83,0.335574373,0.968,0.321,1.09E-78,13,AGBL3
WDR7811,5.79E-83,0.616676672,0.991,0.49,1.66E-78,13,WDR78
SPATA2512,6.03E-83,0.533163575,0.95,0.32,1.73E-78,13,SPATA25
SLC38A68,6.31E-83,0.556052006,0.968,0.425,1.81E-78,13,SLC38A6
RP11-201M22.110,6.46E-83,0.479059882,0.982,0.358,1.85E-78,13,RP11-201M22.1
TTLL76,6.76E-83,0.502533618,0.991,0.424,1.94E-78,13,TTLL7
C6orf1188,1.02E-82,0.483209729,0.982,0.366,2.91E-78,13,C6orf118
RP11-637A17.27,1.15E-82,0.445410499,0.973,0.404,3.28E-78,13,RP11-637A17.2
C15orf659,1.21E-82,0.55623987,0.977,0.433,3.46E-78,13,C15orf65
DYNC2LI18,1.23E-82,0.68874145,1,0.576,3.53E-78,13,DYNC2LI1
RP11-24D15.19,1.23E-82,0.548018931,0.991,0.391,3.53E-78,13,RP11-24D15.1
AP1G17,1.27E-82,0.610423086,1,0.545,3.64E-78,13,AP1G1
ARMC48,1.37E-82,0.609546884,0.982,0.521,3.91E-78,13,ARMC4
ZNF8914,2.08E-82,0.355756899,0.95,0.31,5.95E-78,13,ZNF891
C20orf19512,3.04E-82,0.894563029,0.991,0.603,8.70E-78,13,C20orf195
KIAA10332,3.52E-82,0.27009742,0.9,0.254,1.01E-77,13,KIAA1033
ZSCAN317,3.57E-82,0.457371708,0.991,0.407,1.02E-77,13,ZSCAN31
OLAH10,4.57E-82,0.716136523,0.991,0.42,1.31E-77,13,OLAH
NADK28,5.40E-82,0.649917576,0.982,0.567,1.55E-77,13,NADK2
TOPORS-AS19,6.90E-82,0.68004937,1,0.657,1.98E-77,13,TOPORS-AS1
C1orf18512,7.15E-82,0.78572392,0.991,0.489,2.05E-77,13,C1orf185
SLC16A78,8.59E-82,0.38994689,0.945,0.312,2.46E-77,13,SLC16A7
C7orf3410,9.75E-82,0.678167715,0.991,0.484,2.79E-77,13,C7orf34
TULP210,1.13E-81,0.633617544,0.982,0.47,3.23E-77,13,TULP2
IFI27L19,1.17E-81,0.696406065,0.991,0.688,3.36E-77,13,IFI27L1
RP11-386B13.36,1.32E-81,0.492653782,0.973,0.423,3.79E-77,13,RP11-386B13.3
IL78,1.37E-81,0.323054948,0.977,0.304,3.93E-77,13,IL7
RNF14810,1.65E-81,0.599717763,0.991,0.398,4.71E-77,13,RNF148
RP11-677I18.310,2.19E-81,0.403460375,0.963,0.328,6.28E-77,13,RP11-677I18.3
RP11-958J22.310,2.26E-81,0.515175293,0.977,0.37,6.47E-77,13,RP11-958J22.3
DAB1-AS111,2.80E-81,0.788836189,1,0.498,8.01E-77,13,DAB1-AS1
SUN310,3.47E-81,0.7243461,1,0.506,9.93E-77,13,SUN3
FTMT11,5.50E-81,0.857246219,1,0.561,1.58E-76,13,FTMT
GS1-124K5.48,1.93E-80,0.709901621,1,0.555,5.52E-76,13,GS1-124K5.4
DFNB599,3.89E-80,0.534761563,0.991,0.445,1.11E-75,13,DFNB59
JAZF15,4.09E-80,0.41980232,0.973,0.369,1.17E-75,13,JAZF1
MBD56,4.89E-80,0.437821165,0.959,0.358,1.40E-75,13,MBD5
TFB1M3,5.54E-80,0.528792996,0.982,0.486,1.59E-75,13,TFB1M
RP1-90J4.17,6.57E-80,0.392104915,0.959,0.337,1.88E-75,13,RP1-90J4.1
SETD911,8.09E-80,0.808879964,1,0.635,2.31E-75,13,SETD9
ESD6,1.19E-79,0.600487541,0.982,0.58,3.41E-75,13,ESD
TFDP29,1.25E-79,0.802741672,1,0.771,3.59E-75,13,TFDP2
BBS128,1.30E-79,0.423437842,0.968,0.369,3.72E-75,13,BBS12
TAT-AS19,1.88E-79,0.541979936,1,0.517,5.37E-75,13,TAT-AS1
C11orf889,2.14E-79,0.606229953,1,0.512,6.12E-75,13,C11orf88
RP11-550H2.17,2.54E-79,0.324287597,0.95,0.293,7.26E-75,13,RP11-550H2.1
ZBTB2011,2.60E-79,0.659148801,0.991,0.436,7.43E-75,13,ZBTB20
C1orf11111,4.76E-79,0.7954794,0.991,0.527,1.36E-74,13,C1orf111
C1orf1589,6.10E-79,0.641789052,0.991,0.538,1.75E-74,13,C1orf158
HIST1H2BC2,8.14E-79,0.256373327,0.918,0.285,2.33E-74,13,HIST1H2BC
RP11-219J21.19,9.67E-79,0.589208447,0.991,0.43,2.77E-74,13,RP11-219J21.1
USP2-AS111,1.15E-78,0.596558395,0.991,0.466,3.28E-74,13,USP2-AS1
ERICH38,1.18E-78,0.609482819,1,0.54,3.38E-74,13,ERICH3
TNFAIP612,1.25E-78,0.615997103,1,0.424,3.59E-74,13,TNFAIP6
RP11-79C6.32,1.65E-78,0.262466367,0.918,0.282,4.73E-74,13,RP11-79C6.3
CTD-2184C24.210,1.77E-78,0.687334449,0.991,0.536,5.06E-74,13,CTD-2184C24.2
RP3-417L20.49,1.82E-78,0.542033997,0.991,0.506,5.22E-74,13,RP3-417L20.4
CFAP3610,1.90E-78,0.677699883,1,0.778,5.44E-74,13,CFAP36
LAMA42,2.48E-78,0.280045903,0.868,0.245,7.10E-74,13,LAMA4
SUV39H29,3.74E-78,0.676823254,0.991,0.536,1.07E-73,13,SUV39H2
OPN34,6.63E-78,0.327874401,0.913,0.283,1.90E-73,13,OPN3
C6orf20111,6.65E-78,0.688475276,1,0.603,1.90E-73,13,C6orf201
RP11-195L15.24,6.76E-78,0.306743809,0.936,0.298,1.93E-73,13,RP11-195L15.2
EAF23,7.00E-78,0.262942503,0.959,0.29,2.00E-73,13,EAF2
CCDC14611,7.49E-78,0.670708809,1,0.537,2.14E-73,13,CCDC146
AC007405.62,7.76E-78,0.269391277,0.945,0.288,2.22E-73,13,AC007405.6
RFTN210,7.94E-78,0.488701095,0.963,0.368,2.27E-73,13,RFTN2
LINC0065811,1.14E-77,0.658538126,0.991,0.548,3.25E-73,13,LINC00658
AC019055.19,1.21E-77,0.406189804,0.982,0.349,3.46E-73,13,AC019055.1
DACT11,1.37E-77,0.302780024,0.954,0.332,3.91E-73,13,DACT1
TMEM1081,1.84E-77,0.305693699,0.932,0.314,5.26E-73,13,TMEM108
C17orf5011,2.44E-77,0.812949571,0.991,0.66,7.00E-73,13,C17orf50
ZBBX11,2.72E-77,0.616446038,0.991,0.588,7.78E-73,13,ZBBX
KLHL1010,2.92E-77,0.591398483,0.982,0.541,8.35E-73,13,KLHL10
LINC006439,2.92E-77,0.759536323,0.982,0.521,8.37E-73,13,LINC00643
SPATA4510,2.99E-77,0.334437361,0.973,0.315,8.55E-73,13,SPATA45
PWRN29,3.23E-77,0.386823822,0.973,0.347,9.23E-73,13,PWRN2
SAR1B8,3.38E-77,0.661798325,0.991,0.563,9.68E-73,13,SAR1B
LKAAEAR111,4.16E-77,0.692234954,0.991,0.633,1.19E-72,13,LKAAEAR1
MS4A511,4.41E-77,0.774790216,0.991,0.562,1.26E-72,13,MS4A5
CTD-2588C8.82,4.46E-77,0.283702336,0.936,0.303,1.28E-72,13,CTD-2588C8.8
PPIL610,4.65E-77,0.660929053,0.991,0.641,1.33E-72,13,PPIL6
SLC25A469,5.43E-77,0.556674378,0.991,0.528,1.55E-72,13,SLC25A46
SIRT18,6.74E-77,0.495872046,0.982,0.405,1.93E-72,13,SIRT1
ARL5B4,8.10E-77,0.373406158,0.945,0.341,2.32E-72,13,ARL5B
B4GALT1-AS111,8.63E-77,0.585929423,0.991,0.529,2.47E-72,13,B4GALT1-AS1
RTKN210,9.61E-77,0.699019729,1,0.546,2.75E-72,13,RTKN2
NPIPB611,1.15E-76,0.557470236,0.991,0.437,3.30E-72,13,NPIPB6
CTC-360P9.410,1.17E-76,0.325707292,0.918,0.283,3.34E-72,13,CTC-360P9.4
SELV8,1.19E-76,0.366746602,0.927,0.315,3.42E-72,13,SELV
POLR3F4,1.20E-76,0.287266131,0.963,0.308,3.44E-72,13,POLR3F
TMEM8910,1.21E-76,0.625350983,0.991,0.485,3.47E-72,13,TMEM89
C12orf4210,1.49E-76,0.573887022,1,0.465,4.27E-72,13,C12orf42
RP3-510D11.23,1.98E-76,0.266130976,0.945,0.289,5.67E-72,13,RP3-510D11.2
PIP5K1B10,2.12E-76,0.48475397,0.982,0.422,6.06E-72,13,PIP5K1B
GSPT22,2.49E-76,0.291791653,0.973,0.308,7.11E-72,13,GSPT2
FANCF5,2.68E-76,0.456252096,1,0.423,7.66E-72,13,FANCF
CTD-3185P2.19,2.93E-76,0.532848128,0.982,0.487,8.40E-72,13,CTD-3185P2.1
LINC009179,3.36E-76,0.375664435,0.973,0.33,9.62E-72,13,LINC00917
ACTRT311,3.61E-76,0.816956197,0.991,0.556,1.03E-71,13,ACTRT3
C11orf979,4.18E-76,0.628386297,0.982,0.486,1.20E-71,13,C11orf97
RP11-834C11.47,5.06E-76,0.37711962,0.954,0.355,1.45E-71,13,RP11-834C11.4
TRAPPC2P19,5.09E-76,0.608104996,0.991,0.494,1.46E-71,13,TRAPPC2P1
RP11-535C7.110,5.23E-76,0.446509702,0.982,0.391,1.50E-71,13,RP11-535C7.1
LYSMD27,5.64E-76,0.446752953,0.982,0.41,1.62E-71,13,LYSMD2
LNX17,5.68E-76,0.325246864,0.886,0.263,1.63E-71,13,LNX1
RP4-586O15.111,6.52E-76,0.793375917,0.991,0.517,1.87E-71,13,RP4-586O15.1
ZNF295-AS17,7.06E-76,0.578586997,0.982,0.454,2.02E-71,13,ZNF295-AS1
RPP3810,7.51E-76,0.656438111,1,0.683,2.15E-71,13,RPP38
SPACA110,1.07E-75,0.835287665,0.991,0.529,3.06E-71,13,SPACA1
TEKT211,1.23E-75,0.675178363,0.991,0.597,3.51E-71,13,TEKT2
ZMYND159,1.25E-75,0.502917288,0.991,0.449,3.59E-71,13,ZMYND15
TOMM20L10,1.29E-75,0.454124722,0.973,0.412,3.68E-71,13,TOMM20L
FAR23,1.32E-75,0.256511161,0.941,0.291,3.78E-71,13,FAR2
BBS510,1.57E-75,0.572357189,0.991,0.523,4.50E-71,13,BBS5
RP11-3L23.29,1.71E-75,0.379191186,0.968,0.328,4.88E-71,13,RP11-3L23.2
RP11-561E1.111,2.94E-75,0.788396298,0.991,0.506,8.42E-71,13,RP11-561E1.1
TRABD2A12,3.47E-75,0.705144667,0.982,0.453,9.94E-71,13,TRABD2A
FAM221B10,4.05E-75,0.434551364,0.977,0.375,1.16E-70,13,FAM221B
LINC011922,4.53E-75,0.255935615,0.895,0.265,1.30E-70,13,LINC01192
DDI111,4.61E-75,0.652559156,0.991,0.52,1.32E-70,13,DDI1
ZC3H148,4.68E-75,0.63753759,1,0.86,1.34E-70,13,ZC3H14
ANKRD428,5.10E-75,0.524699916,0.991,0.544,1.46E-70,13,ANKRD42
NOL106,5.59E-75,0.568943342,1,0.559,1.60E-70,13,NOL10
CFAP776,9.24E-75,0.435360903,0.982,0.433,2.65E-70,13,CFAP77
SPATA6L7,1.13E-74,0.3539452,0.963,0.351,3.23E-70,13,SPATA6L
CXXC511,1.38E-74,0.697453697,1,0.609,3.95E-70,13,CXXC5
NPIPB1512,1.94E-74,0.531208522,0.991,0.427,5.54E-70,13,NPIPB15
SPAM19,2.09E-74,0.445196438,0.959,0.326,5.99E-70,13,SPAM1
HOMEZ9,2.29E-74,0.495579424,0.982,0.421,6.55E-70,13,HOMEZ
AC004510.310,2.78E-74,0.360516541,0.936,0.307,7.95E-70,13,AC004510.3
RP11-38F22.19,3.21E-74,0.332690522,0.973,0.319,9.19E-70,13,RP11-38F22.1
ADAD111,3.48E-74,0.651593274,1,0.792,9.97E-70,13,ADAD1
NUDCD15,3.93E-74,0.427885701,0.991,0.448,1.12E-69,13,NUDCD1
POLK8,4.18E-74,0.600277289,0.977,0.482,1.20E-69,13,POLK
ZNRD18,4.20E-74,0.5269445,1,0.48,1.20E-69,13,ZNRD1
LINC0118311,5.94E-74,0.477368956,0.982,0.405,1.70E-69,13,LINC01183
ADTRP9,6.30E-74,0.359847881,0.954,0.328,1.80E-69,13,ADTRP
RP11-90C4.110,6.77E-74,0.330459632,0.954,0.313,1.94E-69,13,RP11-90C4.1
DNAH74,9.93E-74,0.385562818,0.945,0.368,2.84E-69,13,DNAH7
OSCP110,1.16E-73,0.649603142,1,0.707,3.32E-69,13,OSCP1
RP4-625H18.22,1.27E-73,0.318205149,0.973,0.337,3.62E-69,13,RP4-625H18.2
NUPL210,1.54E-73,0.573744488,0.982,0.542,4.40E-69,13,NUPL2
ATP5S7,1.79E-73,0.564240801,0.991,0.608,5.11E-69,13,ATP5S
CSNK1A1L,1.92E-73,0.327674908,0.909,0.326,5.49E-69,13,CSNK1A1L
FERMT23,2.27E-73,0.295512312,0.918,0.284,6.49E-69,13,FERMT2
ZNF573,2.50E-73,0.387179372,0.941,0.347,7.15E-69,13,ZNF57
PDK13,2.63E-73,0.344314603,0.954,0.324,7.52E-69,13,PDK1
CEP419,2.96E-73,0.639760005,1,0.7,8.48E-69,13,CEP41
TRMT59,3.22E-73,0.471488653,0.991,0.446,9.22E-69,13,TRMT5
SEL1L27,3.41E-73,0.450831324,0.973,0.425,9.76E-69,13,SEL1L2
NT5C1B10,3.44E-73,0.50641457,0.982,0.468,9.86E-69,13,NT5C1B
LTA4H2,3.56E-73,0.345073394,0.982,0.38,1.02E-68,13,LTA4H
CFAP459,4.01E-73,0.524972264,0.977,0.497,1.15E-68,13,CFAP45
CDC459,4.62E-73,0.417413167,0.982,0.396,1.32E-68,13,CDC45
METTL68,5.45E-73,0.481721713,0.991,0.479,1.56E-68,13,METTL6
PMS110,5.61E-73,0.654308019,0.982,0.595,1.61E-68,13,PMS1
C11orf7010,5.77E-73,0.652612294,0.991,0.633,1.65E-68,13,C11orf70
MS4A1410,6.28E-73,0.374531647,0.95,0.348,1.80E-68,13,MS4A14
CAPN312,7.01E-73,0.625566273,0.991,0.519,2.01E-68,13,CAPN3
RP11-498B4.511,8.36E-73,0.663213922,0.991,0.422,2.39E-68,13,RP11-498B4.5
C11orf9410,1.03E-72,0.516878088,0.991,0.397,2.95E-68,13,C11orf94
LGALS87,1.15E-72,0.51006943,0.982,0.587,3.28E-68,13,LGALS8
ZNF4623,1.38E-72,0.264296923,0.927,0.293,3.96E-68,13,ZNF462
REEP59,1.55E-72,0.611047428,1,0.702,4.43E-68,13,REEP5
LRRC7311,1.85E-72,0.641452824,0.991,0.656,5.28E-68,13,LRRC73
LINC0109511,1.88E-72,0.439503494,0.986,0.376,5.38E-68,13,LINC01095
STX172,1.95E-72,0.329357411,0.977,0.372,5.58E-68,13,STX17
MARCH119,2.02E-72,0.439837485,0.982,0.421,5.77E-68,13,11-Mar
RP11-546B15.11,3.01E-72,0.264995428,0.936,0.312,8.62E-68,13,RP11-546B15.1
RNF1419,3.46E-72,0.509739211,1,0.525,9.89E-68,13,RNF14
LRCH46,4.29E-72,0.49861825,0.986,0.558,1.23E-67,13,LRCH4
RP11-614F17.27,4.33E-72,0.505391407,1,0.516,1.24E-67,13,RP11-614F17.2
ADK3,5.20E-72,0.344103529,0.995,0.379,1.49E-67,13,ADK
STXBP5-AS16,6.21E-72,0.269668729,0.959,0.303,1.78E-67,13,STXBP5-AS1
SWI511,6.48E-72,0.693410975,1,0.793,1.86E-67,13,SWI5
UPF3B9,6.60E-72,0.454651269,0.982,0.4,1.89E-67,13,UPF3B
ZNF8395,7.76E-72,0.403629189,0.982,0.413,2.22E-67,13,ZNF839
AKAP136,8.90E-72,0.474846642,0.995,0.479,2.55E-67,13,AKAP13
SESN310,1.25E-71,0.700606378,0.991,0.608,3.59E-67,13,SESN3
TEX26-AS18,1.61E-71,0.337115218,0.968,0.347,4.62E-67,13,TEX26-AS1
AC104654.111,1.70E-71,0.419648342,0.941,0.319,4.86E-67,13,AC104654.1
MYO3A8,1.89E-71,0.334856095,0.986,0.362,5.41E-67,13,MYO3A
USMG59,2.02E-71,0.574467237,1,0.806,5.78E-67,13,USMG5
TRUB13,2.49E-71,0.263344995,0.918,0.289,7.13E-67,13,TRUB1
GNG58,2.52E-71,0.590713767,1,0.833,7.21E-67,13,GNG5
PSD311,3.27E-71,0.60123959,1,0.492,9.36E-67,13,PSD3
POLB9,3.47E-71,0.529609036,0.991,0.503,9.93E-67,13,POLB
CFAP658,4.13E-71,0.447767644,0.977,0.408,1.18E-66,13,CFAP65
TRIM1311,4.16E-71,0.674089768,0.991,0.67,1.19E-66,13,TRIM13
LINC005116,4.62E-71,0.317607862,0.9,0.284,1.32E-66,13,LINC00511
CYP2R16,4.71E-71,0.407662141,0.991,0.386,1.35E-66,13,CYP2R1
RNF1496,9.00E-71,0.453831319,0.991,0.453,2.58E-66,13,RNF149
LCA5L11,9.08E-71,0.699366483,1,0.811,2.60E-66,13,LCA5L
CEP832,9.23E-71,0.307424592,0.959,0.345,2.64E-66,13,CEP83
CTC-273B12.52,1.00E-70,0.282226946,0.927,0.327,2.88E-66,13,CTC-273B12.5
C5orf4912,1.02E-70,0.697464484,0.991,0.588,2.92E-66,13,C5orf49
RP11-829H16.310,1.84E-70,0.365216003,0.831,0.256,5.27E-66,13,RP11-829H16.3
C9orf1169,2.18E-70,0.653431544,1,0.739,6.23E-66,13,C9orf116
LINC0153910,2.44E-70,0.48669576,0.982,0.398,6.99E-66,13,LINC01539
SMIM2311,2.52E-70,0.318388688,0.982,0.329,7.21E-66,13,SMIM23
PLCZ111,2.88E-70,0.565034471,0.991,0.506,8.23E-66,13,PLCZ1
RAB2A4,3.26E-70,0.559871222,1,0.807,9.32E-66,13,RAB2A
TMEM14410,5.88E-70,0.403908005,0.991,0.369,1.68E-65,13,TMEM144
ERICH66,6.45E-70,0.315875233,0.954,0.355,1.85E-65,13,ERICH6
FSCB10,7.52E-70,0.517826399,0.991,0.445,2.15E-65,13,FSCB
SLC38A99,9.66E-70,0.432141419,0.982,0.397,2.76E-65,13,SLC38A9
BCL2L1411,9.72E-70,0.586590755,1,0.498,2.78E-65,13,BCL2L14
RP11-520D19.19,1.02E-69,0.310174489,0.945,0.317,2.91E-65,13,RP11-520D19.1
CARS5,2.14E-69,0.425686813,0.991,0.505,6.12E-65,13,CARS
RP11-883G14.29,2.51E-69,0.398255467,0.954,0.336,7.20E-65,13,RP11-883G14.2
SULF19,3.38E-69,0.264626053,0.986,0.307,9.67E-65,13,SULF1
RBMS13,4.13E-69,0.277542568,0.945,0.335,1.18E-64,13,RBMS1
ADGB11,4.15E-69,0.613003839,0.982,0.551,1.19E-64,13,ADGB
MAST44,5.49E-69,0.332488652,0.959,0.359,1.57E-64,13,MAST4
CTD-2001C12.14,6.83E-69,0.315362747,0.968,0.371,1.96E-64,13,CTD-2001C12.1
CNOT85,7.54E-69,0.383804007,0.986,0.431,2.16E-64,13,CNOT8
CCDC1169,8.21E-69,0.369391198,0.991,0.363,2.35E-64,13,CCDC116
SDE25,8.67E-69,0.320378777,0.954,0.36,2.48E-64,13,SDE2
FAM228B4,9.63E-69,0.449047726,0.986,0.514,2.76E-64,13,FAM228B
OLA16,1.05E-68,0.505009325,1,0.738,3.02E-64,13,OLA1
CNIH27,1.09E-68,0.306440144,0.945,0.317,3.12E-64,13,CNIH2
C18orf542,1.69E-68,0.325798987,0.973,0.381,4.84E-64,13,C18orf54
RP11-327P2.52,1.91E-68,0.256995455,0.922,0.296,5.47E-64,13,RP11-327P2.5
POC53,2.23E-68,0.366587697,0.973,0.422,6.38E-64,13,POC5
CAPSL7,2.46E-68,0.43513401,0.973,0.434,7.04E-64,13,CAPSL
FAM177A19,3.23E-68,0.529393489,1,0.866,9.26E-64,13,FAM177A1
PAPOLA8,3.53E-68,0.520293599,1,0.871,1.01E-63,13,PAPOLA
FH8,4.05E-68,0.495124342,1,0.57,1.16E-63,13,FH
TEKT38,4.63E-68,0.537143374,0.991,0.541,1.32E-63,13,TEKT3
TMEM513,4.69E-68,0.458772352,0.986,0.507,1.34E-63,13,TMEM5
LRRTM310,5.61E-68,0.384316151,0.973,0.37,1.60E-63,13,LRRTM3
C9orf15310,5.62E-68,0.495363771,0.977,0.386,1.61E-63,13,C9orf153
BRI37,6.39E-68,0.60808963,1,0.797,1.83E-63,13,BRI3
GEMIN69,6.54E-68,0.549906133,0.991,0.562,1.87E-63,13,GEMIN6
