,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
CREM10,7.23E-68,0.557319559,1,0.93,2.07E-63,13,CREM
C2orf426,1.04E-67,0.473849129,0.986,0.584,2.99E-63,13,C2orf42
ACRV111,1.39E-67,0.628972072,1,0.504,3.98E-63,13,ACRV1
HINT310,1.65E-67,0.572029337,0.991,0.617,4.73E-63,13,HINT3
VWA96,2.48E-67,0.274991179,0.977,0.337,7.10E-63,13,VWA9
IZUMO211,2.61E-67,0.670829712,1,0.499,7.47E-63,13,IZUMO2
INSL66,2.77E-67,0.401656644,0.95,0.425,7.94E-63,13,INSL6
FER10,3.04E-67,0.408446181,0.977,0.397,8.70E-63,13,FER
ANKAR2,6.76E-67,0.261916556,0.872,0.284,1.94E-62,13,ANKAR
ZNF5694,8.21E-67,0.373293461,1,0.423,2.35E-62,13,ZNF569
MAN1A112,1.17E-66,0.292744409,0.936,0.302,3.36E-62,13,MAN1A1
ARMC38,1.30E-66,0.471305235,0.982,0.505,3.73E-62,13,ARMC3
PIH1D35,1.91E-66,0.31809858,0.963,0.342,5.48E-62,13,PIH1D3
CCDC18310,3.51E-66,0.383470275,0.982,0.362,1.00E-61,13,CCDC183
ZNF4152,7.91E-66,0.279444921,0.968,0.367,2.27E-61,13,ZNF415
ZNF2631,8.13E-66,0.311123234,0.959,0.374,2.33E-61,13,ZNF263
SPATA910,9.06E-66,0.52547966,0.991,0.446,2.59E-61,13,SPATA9
DNAL111,9.24E-66,0.567167157,1,0.664,2.64E-61,13,DNAL1
SAP188,1.38E-65,0.495537516,1,0.909,3.94E-61,13,SAP18
CENPW10,1.44E-65,0.601210298,1,0.685,4.12E-61,13,CENPW
RP11-360D2.19,1.54E-65,0.359470009,0.991,0.406,4.41E-61,13,RP11-360D2.1
EFHB4,1.90E-65,0.365261973,0.963,0.392,5.44E-61,13,EFHB
ERGIC29,1.99E-65,0.584297755,0.991,0.637,5.71E-61,13,ERGIC2
NDRG311,2.07E-65,0.708700063,0.991,0.604,5.93E-61,13,NDRG3
REC88,2.19E-65,0.389226772,0.991,0.421,6.26E-61,13,REC8
CDRT1510,2.46E-65,0.463142591,0.977,0.397,7.05E-61,13,CDRT15
GRM7-AS310,4.64E-65,0.35554726,1,0.374,1.33E-60,13,GRM7-AS3
KATNA16,1.01E-64,0.5098736,1,0.735,2.90E-60,13,KATNA1
RSPH37,1.12E-64,0.453906081,0.982,0.504,3.21E-60,13,RSPH3
MNS111,1.17E-64,0.715024186,0.991,0.635,3.36E-60,13,MNS1
TMF18,1.25E-64,0.545941757,1,0.711,3.57E-60,13,TMF1
ISPD-AS19,1.53E-64,0.387922628,0.973,0.366,4.39E-60,13,ISPD-AS1
LRRC612,1.55E-64,0.50624413,0.986,0.531,4.44E-60,13,LRRC6
TRIM1711,1.57E-64,0.39888946,0.973,0.37,4.49E-60,13,TRIM17
FAM183A6,3.31E-64,0.262245992,0.963,0.337,9.47E-60,13,FAM183A
CCT8L210,3.36E-64,0.323701164,0.932,0.312,9.62E-60,13,CCT8L2
FEM1B11,5.11E-64,0.682951197,0.991,0.603,1.46E-59,13,FEM1B
GPAT32,5.11E-64,0.266944643,0.913,0.331,1.46E-59,13,GPAT3
RP11-58O3.24,6.55E-64,0.269622805,0.772,0.224,1.87E-59,13,RP11-58O3.2
C16orf623,8.26E-64,0.309121287,0.945,0.368,2.37E-59,13,C16orf62
PPT13,8.35E-64,0.277018238,0.95,0.34,2.39E-59,13,PPT1
PACRG8,9.74E-64,0.520449292,0.982,0.656,2.79E-59,13,PACRG
FLT17,1.03E-63,0.431156448,0.986,0.473,2.95E-59,13,FLT1
ZCWPW28,1.21E-63,0.427068739,0.968,0.472,3.45E-59,13,ZCWPW2
USP76,2.21E-63,0.423527742,1,0.489,6.32E-59,13,USP7
SVIP10,2.53E-63,0.59642972,0.991,0.82,7.24E-59,13,SVIP
NPRL21,2.67E-63,0.315730849,0.973,0.392,7.64E-59,13,NPRL2
IL13RA28,2.73E-63,0.433289989,0.991,0.435,7.81E-59,13,IL13RA2
RASSF810,3.34E-63,0.63201961,0.991,0.653,9.55E-59,13,RASSF8
Mar-76,3.80E-63,0.450519687,1,0.59,1.09E-58,13,7-Mar
MEGF119,4.19E-63,0.313509359,0.89,0.298,1.20E-58,13,MEGF11
SOX308,5.90E-63,0.414593187,0.973,0.495,1.69E-58,13,SOX30
GALNT310,6.80E-63,0.455224039,0.991,0.435,1.95E-58,13,GALNT3
SPATC1L7,9.90E-63,0.454803273,0.986,0.555,2.83E-58,13,SPATC1L
RP11-664D1.110,1.76E-62,0.398574404,0.982,0.39,5.05E-58,13,RP11-664D1.1
RP5-1024G6.56,1.96E-62,0.456249962,0.982,0.576,5.62E-58,13,RP5-1024G6.5
NDUFB68,2.12E-62,0.590686456,1,0.792,6.06E-58,13,NDUFB6
PAQR95,2.68E-62,0.339858937,0.995,0.429,7.67E-58,13,PAQR9
TIPARP7,3.14E-62,0.484703783,0.991,0.547,8.98E-58,13,TIPARP
ZNF9112,3.71E-62,0.601478541,0.991,0.56,1.06E-57,13,ZNF91
SAXO110,3.71E-62,0.462543912,0.991,0.44,1.06E-57,13,SAXO1
AC006019.39,3.90E-62,0.387556118,0.982,0.388,1.12E-57,13,AC006019.3
PRR3011,4.00E-62,0.614778641,1,0.587,1.15E-57,13,PRR30
CEP1353,4.56E-62,0.32078401,0.959,0.382,1.31E-57,13,CEP135
TEX3311,5.09E-62,0.683199086,1,0.585,1.46E-57,13,TEX33
LRRIQ311,5.33E-62,0.554104479,1,0.646,1.53E-57,13,LRRIQ3
SPEF24,6.05E-62,0.317100842,0.954,0.391,1.73E-57,13,SPEF2
CFAP586,8.10E-62,0.32663298,0.959,0.391,2.32E-57,13,CFAP58
KBTBD39,1.36E-61,0.309847002,0.968,0.389,3.90E-57,13,KBTBD3
TEKT47,2.16E-61,0.386860003,0.968,0.408,6.19E-57,13,TEKT4
SDHAF36,3.10E-61,0.40960554,1,0.501,8.87E-57,13,SDHAF3
GTF2H55,4.20E-61,0.501089091,1,0.823,1.20E-56,13,GTF2H5
RGPD4-AS110,4.91E-61,0.574852505,0.991,0.548,1.40E-56,13,RGPD4-AS1
LRRFIP25,5.20E-61,0.473110385,1,0.813,1.49E-56,13,LRRFIP2
RP11-568N6.17,5.66E-61,0.425485354,0.991,0.507,1.62E-56,13,RP11-568N6.1
FAM19A27,5.89E-61,0.374176901,0.982,0.445,1.69E-56,13,FAM19A2
THEG11,9.47E-61,0.432336331,0.982,0.502,2.71E-56,13,THEG
TSGA10IP4,1.94E-60,0.25961839,0.918,0.338,5.56E-56,13,TSGA10IP
MS4A6E11,1.95E-60,0.617173382,0.991,0.51,5.57E-56,13,MS4A6E
C2orf709,2.33E-60,0.432504208,0.991,0.484,6.66E-56,13,C2orf70
NAPEPLD2,2.53E-60,0.28518113,0.95,0.377,7.23E-56,13,NAPEPLD
BPI10,2.58E-60,0.403488522,0.991,0.4,7.38E-56,13,BPI
LRRIQ18,3.52E-60,0.526600669,1,0.706,1.01E-55,13,LRRIQ1
TBATA10,3.85E-60,0.294627762,0.963,0.365,1.10E-55,13,TBATA
C20orf856,4.56E-60,0.538955986,0.991,0.672,1.31E-55,13,C20orf85
PP2D111,5.38E-60,0.453821737,0.963,0.389,1.54E-55,13,PP2D1
PEX137,6.91E-60,0.440428095,0.991,0.586,1.98E-55,13,PEX13
PLSCR210,7.45E-60,0.338923654,0.977,0.389,2.13E-55,13,PLSCR2
HMGB37,7.72E-60,0.4531779,1,0.52,2.21E-55,13,HMGB3
FGD47,8.60E-60,0.339394249,0.963,0.39,2.46E-55,13,FGD4
PLAC8L110,1.18E-59,0.499659607,0.963,0.439,3.37E-55,13,PLAC8L1
SPACA411,1.54E-59,0.681798601,0.991,0.572,4.42E-55,13,SPACA4
HDAC911,1.86E-59,0.449963912,0.995,0.533,5.31E-55,13,HDAC9
CTNNBL17,1.90E-59,0.470226974,1,0.688,5.45E-55,13,CTNNBL1
DIS3L2,1.93E-59,0.25602521,0.963,0.37,5.53E-55,13,DIS3L2
PDZD211,2.54E-59,0.422170864,0.959,0.41,7.26E-55,13,PDZD2
CFAP20611,2.61E-59,0.538915832,0.991,0.551,7.48E-55,13,CFAP206
AASDHPPT10,2.94E-59,0.492697256,1,0.643,8.43E-55,13,AASDHPPT
ODF17,3.38E-59,0.289259575,0.982,0.368,9.68E-55,13,ODF1
WBSCR2811,4.26E-59,0.619709611,0.991,0.586,1.22E-54,13,WBSCR28
ZNRF410,4.97E-59,0.600841363,0.991,0.563,1.42E-54,13,ZNRF4
ITPRIPL110,5.95E-59,0.298104071,0.973,0.363,1.70E-54,13,ITPRIPL1
MRPL3910,8.20E-59,0.506553187,0.982,0.617,2.35E-54,13,MRPL39
KLF510,1.39E-58,0.551899689,0.982,0.492,3.99E-54,13,KLF5
C17orf6410,1.62E-58,0.561449364,0.991,0.76,4.64E-54,13,C17orf64
RANBP176,1.63E-58,0.357241074,0.968,0.44,4.67E-54,13,RANBP17
TIPARP-AS111,2.01E-58,0.520817245,1,0.593,5.75E-54,13,TIPARP-AS1
MAD1L17,2.13E-58,0.462904909,0.991,0.707,6.11E-54,13,MAD1L1
CYLC211,2.45E-58,0.736626242,0.991,0.647,7.02E-54,13,CYLC2
PHACTR2-AS110,2.72E-58,0.32569583,0.973,0.388,7.79E-54,13,PHACTR2-AS1
SPACA311,2.86E-58,0.690367844,0.991,0.627,8.19E-54,13,SPACA3
ZNHIT28,3.49E-58,0.453907497,1,0.717,9.99E-54,13,ZNHIT2
CNBD26,3.51E-58,0.343953585,0.991,0.472,1.00E-53,13,CNBD2
ZBTB386,4.04E-58,0.271713637,0.973,0.347,1.16E-53,13,ZBTB38
CDKL39,6.64E-58,0.442676156,0.991,0.58,1.90E-53,13,CDKL3
USP467,7.30E-58,0.311698945,0.932,0.349,2.09E-53,13,USP46
EFCAB76,8.11E-58,0.321986994,0.941,0.382,2.32E-53,13,EFCAB7
UBR78,8.69E-58,0.44811747,0.991,0.582,2.49E-53,13,UBR7
AC097495.311,9.83E-58,0.332154166,0.863,0.304,2.81E-53,13,AC097495.3
PDCL211,1.03E-57,0.624058007,1,0.67,2.95E-53,13,PDCL2
CCDC922,1.15E-57,0.323521131,0.977,0.459,3.29E-53,13,CCDC92
LETM210,1.18E-57,0.376509416,0.977,0.449,3.38E-53,13,LETM2
P4HTM6,1.33E-57,0.39524173,0.982,0.525,3.80E-53,13,P4HTM
ZCCHC1311,1.55E-57,0.261435413,0.973,0.33,4.44E-53,13,ZCCHC13
ANLN7,1.79E-57,0.304111186,0.858,0.303,5.12E-53,13,ANLN
SENP26,1.84E-57,0.42280186,0.991,0.571,5.28E-53,13,SENP2
LINC008519,1.85E-57,0.28016349,0.982,0.371,5.29E-53,13,LINC00851
ERICH211,2.08E-57,0.749091295,0.991,0.685,5.96E-53,13,ERICH2
NR3C16,2.14E-57,0.353164048,0.991,0.445,6.11E-53,13,NR3C1
RP11-705O24.111,2.23E-57,0.457260571,0.986,0.473,6.38E-53,13,RP11-705O24.1
ZCRB110,3.93E-57,0.525739183,1,0.849,1.13E-52,13,ZCRB1
CCDC18110,4.00E-57,0.492350977,1,0.708,1.15E-52,13,CCDC181
CPEB41,4.94E-57,0.293545258,0.909,0.374,1.41E-52,13,CPEB4
DYNLT310,5.67E-57,0.440061569,0.991,0.462,1.62E-52,13,DYNLT3
KLHL79,5.71E-57,0.500578992,0.991,0.685,1.63E-52,13,KLHL7
TDRD66,6.26E-57,0.40288482,1,0.583,1.79E-52,13,TDRD6
KIF152,6.35E-57,0.333352868,0.968,0.427,1.82E-52,13,KIF15
SKIL2,6.47E-57,0.339409421,0.973,0.461,1.85E-52,13,SKIL
NDUFA86,6.60E-57,0.495695357,1,0.808,1.89E-52,13,NDUFA8
RP11-407A16.310,7.02E-57,0.334754904,0.977,0.388,2.01E-52,13,RP11-407A16.3
RP11-983G14.110,7.36E-57,0.507796098,1,0.485,2.11E-52,13,RP11-983G14.1
HOXD810,1.13E-56,0.453579354,0.991,0.51,3.24E-52,13,HOXD8
CPSF39,1.18E-56,0.485994342,0.995,0.611,3.39E-52,13,CPSF3
MORN58,1.20E-56,0.488074279,0.991,0.723,3.45E-52,13,MORN5
FBXO93,1.30E-56,0.323989798,0.973,0.432,3.74E-52,13,FBXO9
C2orf7411,1.32E-56,0.514382591,1,0.587,3.78E-52,13,C2orf74
ACTL1010,1.84E-56,0.496330966,0.991,0.549,5.26E-52,13,ACTL10
KPNA66,2.91E-56,0.427299787,0.986,0.602,8.32E-52,13,KPNA6
ETF19,3.54E-56,0.462531463,1,0.654,1.01E-51,13,ETF1
STAM28,4.02E-56,0.395983089,0.991,0.542,1.15E-51,13,STAM2
TDP13,4.72E-56,0.315948745,0.945,0.408,1.35E-51,13,TDP1
ENKUR8,4.77E-56,0.299860646,0.945,0.373,1.37E-51,13,ENKUR
TMEM2476,5.40E-56,0.490593521,1,0.641,1.55E-51,13,TMEM247
SEC23B4,5.51E-56,0.337393432,0.968,0.45,1.58E-51,13,SEC23B
CCDC1897,6.09E-56,0.402320409,0.986,0.554,1.74E-51,13,CCDC189
SPAG176,6.94E-56,0.385116141,0.986,0.547,1.99E-51,13,SPAG17
ULK46,7.09E-56,0.461253767,0.982,0.634,2.03E-51,13,ULK4
POLI5,7.25E-56,0.358223129,1,0.498,2.08E-51,13,POLI
RP11-85L21.49,7.35E-56,0.323210503,0.977,0.392,2.10E-51,13,RP11-85L21.4
GOLGA6L107,9.26E-56,0.300385908,0.959,0.387,2.65E-51,13,GOLGA6L10
TTC23L10,9.84E-56,0.445435951,0.982,0.475,2.82E-51,13,TTC23L
RP11-253M7.14,1.36E-55,0.264779731,0.927,0.358,3.90E-51,13,RP11-253M7.1
URI19,1.37E-55,0.493690048,1,0.789,3.91E-51,13,URI1
MRPS306,1.83E-55,0.400993244,0.991,0.504,5.24E-51,13,MRPS30
DOC2A9,2.08E-55,0.312210386,0.991,0.392,5.96E-51,13,DOC2A
C11orf638,2.34E-55,0.33420229,0.954,0.413,6.69E-51,13,C11orf63
C9orf847,2.70E-55,0.311743841,0.945,0.393,7.71E-51,13,C9orf84
FAM161A5,2.71E-55,0.434488333,0.982,0.643,7.75E-51,13,FAM161A
MTPAP8,2.80E-55,0.31063414,0.982,0.439,8.00E-51,13,MTPAP
IQGAP211,3.36E-55,0.495503358,1,0.517,9.63E-51,13,IQGAP2
CWC157,3.48E-55,0.459414029,1,0.877,9.97E-51,13,CWC15
CDKN310,3.51E-55,0.630182786,1,0.85,1.01E-50,13,CDKN3
CCDC17312,6.25E-55,0.65297095,1,0.645,1.79E-50,13,CCDC173
C12orf609,8.00E-55,0.41737204,0.991,0.497,2.29E-50,13,C12orf60
CCDC6511,9.57E-55,0.465504674,0.982,0.533,2.74E-50,13,CCDC65
NAA2010,1.12E-54,0.670812195,0.991,0.682,3.19E-50,13,NAA20
ARMC26,1.33E-54,0.349529605,0.977,0.508,3.80E-50,13,ARMC2
ZNF75D10,1.41E-54,0.302676052,0.968,0.387,4.04E-50,13,ZNF75D
NCOA42,1.47E-54,0.252366114,0.918,0.35,4.20E-50,13,NCOA4
TSC22D19,1.74E-54,0.48895247,1,0.844,4.98E-50,13,TSC22D1
NAT610,1.86E-54,0.418141658,0.982,0.526,5.32E-50,13,NAT6
MAPK1010,1.99E-54,0.363234064,0.982,0.455,5.70E-50,13,MAPK10
RP11-502N13.211,2.04E-54,0.467556914,0.991,0.432,5.83E-50,13,RP11-502N13.2
CALCOCO28,2.31E-54,0.526434705,0.991,0.758,6.60E-50,13,CALCOCO2
ASB1711,2.78E-54,0.565910189,0.991,0.555,7.95E-50,13,ASB17
PRSS5410,2.89E-54,0.520527782,0.991,0.527,8.28E-50,13,PRSS54
LINC0123310,4.70E-54,0.278369509,0.977,0.362,1.35E-49,13,LINC01233
ZRANB27,6.39E-54,0.435297689,0.991,0.654,1.83E-49,13,ZRANB2
TTC267,8.20E-54,0.276911255,0.945,0.38,2.35E-49,13,TTC26
LRRC17,9.70E-54,0.344969557,0.973,0.469,2.78E-49,13,LRRC1
EMC87,2.43E-53,0.420218715,0.991,0.577,6.96E-49,13,EMC8
PIBF111,2.43E-53,0.491106697,0.986,0.517,6.96E-49,13,PIBF1
RP11-251P6.110,3.82E-53,0.571784767,0.991,0.544,1.09E-48,13,RP11-251P6.1
DDX209,4.34E-53,0.468681322,1,0.748,1.24E-48,13,DDX20
SPATA710,4.56E-53,0.559859886,0.991,0.67,1.30E-48,13,SPATA7
CCNH10,7.29E-53,0.510592657,1,0.716,2.09E-48,13,CCNH
PHOSPHO210,8.33E-53,0.399067234,1,0.543,2.39E-48,13,PHOSPHO2
SUN512,1.12E-52,0.290667548,0.982,0.392,3.21E-48,13,SUN5
CNN37,1.23E-52,0.339336506,1,0.494,3.51E-48,13,CNN3
CCDC5411,1.30E-52,0.656955673,0.991,0.666,3.73E-48,13,CCDC54
PHF208,1.45E-52,0.415658791,1,0.66,4.16E-48,13,PHF20
DNAJC106,1.45E-52,0.392829263,1,0.632,4.16E-48,13,DNAJC10
LINC0092710,1.65E-52,0.341983485,0.982,0.407,4.72E-48,13,LINC00927
ETNK17,1.88E-52,0.35684411,0.982,0.477,5.37E-48,13,ETNK1
WHSC14,2.21E-52,0.320418426,0.973,0.472,6.32E-48,13,WHSC1
MEIG18,2.42E-52,0.3530319,0.982,0.469,6.91E-48,13,MEIG1
GGN9,2.45E-52,0.526896837,0.982,0.7,7.02E-48,13,GGN
CDC407,3.04E-52,0.354128118,0.977,0.471,8.69E-48,13,CDC40
PYROXD13,3.22E-52,0.369731108,0.991,0.54,9.23E-48,13,PYROXD1
IFT5710,3.26E-52,0.516557772,0.991,0.884,9.34E-48,13,IFT57
C14orf285,3.91E-52,0.275925448,0.973,0.41,1.12E-47,13,C14orf28
RP11-206L10.99,4.43E-52,0.299181701,0.982,0.434,1.27E-47,13,RP11-206L10.9
TMEM2306,4.75E-52,0.421563023,1,0.694,1.36E-47,13,TMEM230
KATNB17,4.85E-52,0.354434759,0.986,0.505,1.39E-47,13,KATNB1
GK210,5.42E-52,0.578023266,1,0.647,1.55E-47,13,GK2
FRMD612,7.72E-52,0.370181523,0.973,0.424,2.21E-47,13,FRMD6
NUP2143,8.69E-52,0.382521128,0.982,0.67,2.49E-47,13,NUP214
USP166,9.11E-52,0.500873311,0.991,0.725,2.61E-47,13,USP16
RIOK37,9.85E-52,0.411390013,0.991,0.555,2.82E-47,13,RIOK3
RP11-402G3.311,1.05E-51,0.406894529,0.982,0.473,3.00E-47,13,RP11-402G3.3
ARMC1211,1.14E-51,0.471076341,0.991,0.491,3.26E-47,13,ARMC12
AP2M17,1.45E-51,0.393088973,1,0.826,4.14E-47,13,AP2M1
GPCPD17,1.50E-51,0.353325091,0.991,0.519,4.30E-47,13,GPCPD1
ZNF6889,1.95E-51,0.403440824,1,0.58,5.57E-47,13,ZNF688
ROPN1L10,2.13E-51,0.564546098,0.991,0.893,6.10E-47,13,ROPN1L
ACTL7B12,2.44E-51,0.615110046,1,0.626,6.99E-47,13,ACTL7B
RP11-496H1.29,2.54E-51,0.286321262,0.963,0.399,7.28E-47,13,RP11-496H1.2
PPP1R3211,2.76E-51,0.359923697,1,0.463,7.90E-47,13,PPP1R32
NEK106,3.16E-51,0.262991157,0.968,0.421,9.06E-47,13,NEK10
RP11-319E16.112,3.50E-51,0.264818423,0.918,0.328,1.00E-46,13,RP11-319E16.1
RP11-573D15.96,5.64E-51,0.318948511,0.973,0.451,1.61E-46,13,RP11-573D15.9
C7orf629,6.36E-51,0.446902292,0.991,0.499,1.82E-46,13,C7orf62
TMCO210,6.52E-51,0.72031834,0.991,0.71,1.87E-46,13,TMCO2
CABYR11,7.42E-51,0.573808878,0.991,0.824,2.12E-46,13,CABYR
C5orf451,9.25E-51,0.255764391,0.918,0.371,2.65E-46,13,C5orf45
SREK1IP18,9.67E-51,0.425827819,0.991,0.592,2.77E-46,13,SREK1IP1
SPZ112,1.02E-50,0.406798586,0.963,0.409,2.91E-46,13,SPZ1
FAM209B11,1.16E-50,0.618458354,0.991,0.648,3.32E-46,13,FAM209B
VPS37A6,1.30E-50,0.360988694,0.982,0.545,3.71E-46,13,VPS37A
C8orf7411,1.70E-50,0.291004235,0.977,0.393,4.87E-46,13,C8orf74
CCPG14,2.29E-50,0.355456051,0.991,0.532,6.55E-46,13,CCPG1
LMNB28,2.93E-50,0.349693123,0.973,0.428,8.39E-46,13,LMNB2
NABP18,3.54E-50,0.288456028,0.982,0.423,1.01E-45,13,NABP1
DHX328,3.85E-50,0.294367417,0.963,0.433,1.10E-45,13,DHX32
CRADD3,5.10E-50,0.294867503,0.963,0.435,1.46E-45,13,CRADD
UBE2Q27,6.48E-50,0.326432019,0.986,0.514,1.86E-45,13,UBE2Q2
FAM92A110,7.07E-50,0.467291948,1,0.842,2.03E-45,13,FAM92A1
FAM209A12,7.93E-50,0.58996232,1,0.617,2.27E-45,13,FAM209A
OFD19,7.95E-50,0.374683471,0.973,0.505,2.28E-45,13,OFD1
PSMC53,8.09E-50,0.358334758,1,0.916,2.32E-45,13,PSMC5
CCDC7.16,8.67E-50,0.303346243,0.995,0.463,2.48E-45,13,CCDC7.1
LEKR17,9.53E-50,0.287545718,0.982,0.429,2.73E-45,13,LEKR1
PDE1A11,9.74E-50,0.481225267,0.982,0.51,2.79E-45,13,PDE1A
CCNC5,1.30E-49,0.297159455,0.963,0.441,3.71E-45,13,CCNC
ARHGAP2810,1.46E-49,0.438282653,0.991,0.525,4.18E-45,13,ARHGAP28
DDHD16,1.93E-49,0.373545174,0.986,0.591,5.53E-45,13,DDHD1
TXN7,2.87E-49,0.255606891,0.927,0.385,8.23E-45,13,TXN
STX24,2.91E-49,0.360882931,0.986,0.605,8.34E-45,13,STX2
AKAP311,3.39E-49,0.467140566,0.986,0.598,9.70E-45,13,AKAP3
RBBP63,4.12E-49,0.373137563,0.991,0.619,1.18E-44,13,RBBP6
FAHD2B9,4.93E-49,0.364495976,0.991,0.543,1.41E-44,13,FAHD2B
LINC0092911,9.28E-49,0.293074034,0.941,0.351,2.66E-44,13,LINC00929
GOT110,9.94E-49,0.440838921,1,0.531,2.85E-44,13,GOT1
CAMKMT5,1.11E-48,0.25179898,0.945,0.408,3.18E-44,13,CAMKMT
MRPS217,1.13E-48,0.436609402,1,0.867,3.24E-44,13,MRPS21
MAP7D38,1.26E-48,0.440931569,1,0.692,3.61E-44,13,MAP7D3
C11orf659,1.28E-48,0.490960785,1,0.714,3.65E-44,13,C11orf65
AC006942.411,1.41E-48,0.332514004,0.968,0.43,4.05E-44,13,AC006942.4
MFF9,1.42E-48,0.391506454,1,0.945,4.05E-44,13,MFF
TTC39A11,1.60E-48,0.421586819,0.991,0.615,4.59E-44,13,TTC39A
ZNF4338,1.62E-48,0.355387082,0.991,0.54,4.63E-44,13,ZNF433
BRAP10,1.96E-48,0.431010727,0.991,0.77,5.60E-44,13,BRAP
CYLC111,2.06E-48,0.394939043,0.991,0.461,5.89E-44,13,CYLC1
XYLT211,2.88E-48,0.282709311,0.963,0.404,8.26E-44,13,XYLT2
PPHLN15,2.90E-48,0.400634132,1,0.701,8.29E-44,13,PPHLN1
LINC012779,3.31E-48,0.250277786,0.95,0.379,9.47E-44,13,LINC01277
NAA307,3.94E-48,0.334787234,0.991,0.529,1.13E-43,13,NAA30
NKAPL11,4.09E-48,0.54147257,0.991,0.617,1.17E-43,13,NKAPL
SPACA711,7.75E-48,0.551228343,0.991,0.633,2.22E-43,13,SPACA7
TBC1D2112,1.06E-47,0.414541746,0.991,0.49,3.05E-43,13,TBC1D21
RSPH99,1.59E-47,0.391213951,0.991,0.544,4.54E-43,13,RSPH9
KPNA12,1.60E-47,0.338712,0.991,0.521,4.58E-43,13,KPNA1
RANBP93,2.67E-47,0.332144033,0.991,0.572,7.66E-43,13,RANBP9
C9orf438,2.92E-47,0.370362392,1,0.633,8.36E-43,13,C9orf43
CUL24,3.88E-47,0.329954493,1,0.586,1.11E-42,13,CUL2
CCDC1784,4.29E-47,0.291019502,0.963,0.438,1.23E-42,13,CCDC178
COMMD39,4.30E-47,0.41510851,1,0.616,1.23E-42,13,COMMD3
ACSL610,6.06E-47,0.255951237,0.973,0.377,1.74E-42,13,ACSL6
KIF2B10,6.73E-47,0.501267318,0.982,0.506,1.93E-42,13,KIF2B
UQCRB6,1.01E-46,0.427023157,1,0.916,2.88E-42,13,UQCRB
CDC42BPA3,1.17E-46,0.318364004,1,0.576,3.35E-42,13,CDC42BPA
MCFD21,1.20E-46,0.269936549,0.986,0.472,3.44E-42,13,MCFD2
FAM8A111,1.68E-46,0.420156288,0.991,0.598,4.80E-42,13,FAM8A1
EFCAB1111,1.85E-46,0.42402834,1,0.693,5.29E-42,13,EFCAB11
CCIN11,2.10E-46,0.459269884,0.982,0.494,6.00E-42,13,CCIN
CDIPT-AS111,2.13E-46,0.483606518,1,0.725,6.10E-42,13,CDIPT-AS1
PGK211,2.46E-46,0.471213644,0.991,0.779,7.05E-42,13,PGK2
FAM81B11,2.55E-46,0.537458218,0.991,0.662,7.30E-42,13,FAM81B
SKAP26,3.10E-46,0.405791803,1,0.64,8.89E-42,13,SKAP2
GOSR15,3.21E-46,0.370634139,0.982,0.588,9.18E-42,13,GOSR1
CCT25,3.66E-46,0.3719301,1,0.934,1.05E-41,13,CCT2
UBE2U7,3.73E-46,0.362413105,0.977,0.568,1.07E-41,13,UBE2U
CHMP34,3.97E-46,0.365878873,0.991,0.684,1.14E-41,13,CHMP3
TPT1-AS17,4.67E-46,0.328993091,0.973,0.519,1.34E-41,13,TPT1-AS1
DNAJC247,4.81E-46,0.337372312,0.954,0.506,1.38E-41,13,DNAJC24
CFAP975,5.92E-46,0.382189241,1,0.766,1.70E-41,13,CFAP97
RPL26L16,6.45E-46,0.403686675,1,0.825,1.85E-41,13,RPL26L1
PPIL33,6.71E-46,0.262918551,0.982,0.444,1.92E-41,13,PPIL3
SEPW18,7.25E-46,0.360240104,1,0.66,2.07E-41,13,SEPW1
CTD-2118P12.111,7.65E-46,0.30306042,0.982,0.424,2.19E-41,13,CTD-2118P12.1
C2orf4012,9.76E-46,0.373880062,0.991,0.484,2.79E-41,13,C2orf40
C1QTNF9B-AS19,1.05E-45,0.383756489,0.977,0.56,3.01E-41,13,C1QTNF9B-AS1
DERL27,1.06E-45,0.382682928,0.995,0.688,3.03E-41,13,DERL2
ROPN110,1.06E-45,0.557097852,1,0.741,3.04E-41,13,ROPN1
LRRC3410,1.07E-45,0.420891591,0.991,0.537,3.08E-41,13,LRRC34
C17orf8010,1.21E-45,0.372019722,0.991,0.571,3.47E-41,13,C17orf80
CELF25,1.33E-45,0.276882186,0.927,0.38,3.80E-41,13,CELF2
EFHC14,1.35E-45,0.362715963,0.991,0.655,3.85E-41,13,EFHC1
BTG16,1.67E-45,0.419332371,1,0.85,4.79E-41,13,BTG1
APPBP26,1.69E-45,0.369645021,1,0.668,4.84E-41,13,APPBP2
ACSL35,2.44E-45,0.303447229,0.977,0.511,6.99E-41,13,ACSL3
HEXIM25,2.74E-45,0.3496834,0.986,0.628,7.83E-41,13,HEXIM2
GNAS8,3.36E-45,0.41861515,1,0.879,9.63E-41,13,GNAS
TIMM17A5,3.37E-45,0.294434668,0.991,0.526,9.65E-41,13,TIMM17A
ANKMY17,3.45E-45,0.283124336,1,0.5,9.88E-41,13,ANKMY1
PTK27,3.54E-45,0.253117339,0.991,0.449,1.01E-40,13,PTK2
BRDT12,4.11E-45,0.573058956,0.991,0.728,1.18E-40,13,BRDT
CCDC607,5.14E-45,0.275431035,0.963,0.456,1.47E-40,13,CCDC60
UBQLN311,5.45E-45,0.512130452,1,0.589,1.56E-40,13,UBQLN3
